0,2.5984280322763054,1.0670678893628218,
1,2.410347221419215,1.0620658361976367,
2,2.401904824443839,1.0618418593741028,
3,2.3988118422302334,1.0617598143671743,
4,2.396794005043127,1.0617062922690952,
5,2.39516652663323,1.0616631262032585,
6,2.3939485055479137,1.0616308214370052,
7,2.3929762933403254,1.0616050368021952,
8,2.3920983250506898,1.0615817522061297,
9,2.3911415626379577,1.061556378492728,
10,2.389981635422869,1.0615256175826286,
11,2.388820185580037,1.0614948171860337,
12,2.387940131466497,1.061471479695676,
13,2.387186473743482,1.0614514944235767,
14,2.386622753332962,1.0614365460988135,
15,2.386073376814073,1.0614219783374073,
16,2.3855471693995325,1.0614080251362559,
17,2.385059720751914,1.0613950998472435,
18,2.38462727076628,1.061383633045872,
19,2.384232751347802,1.0613731721157555,
20,2.3838683776557446,1.061363510610091,
21,2.383518937467174,1.0613542451545095,
22,2.3831885998899285,1.0613454862817187,
23,2.382867880673571,1.061336982508106,
24,2.3825536087494004,1.0613286497486014,
25,2.3822596994313328,1.0613208569523953,
26,2.381984917446971,1.0613135713555713,
27,2.3817501574416053,1.0613073469450902,
28,2.381494879214601,1.0613005785573357,
29,2.381256990473379,1.061294271269232,
30,2.381082634018226,1.0612896484748664,
31,2.380874475125562,1.061284129487012,
32,2.3806173647330566,1.0612773126709318,
33,2.3803241420537233,1.0612695384564572,
34,2.380075625228611,1.061262949573123,
35,2.3798664942045105,1.0612574049503725,
